"1","24001","GANESH PAPERS","33APGPS5044F1ZZ",,"45, NETHAJI ROAD",,"HOSUR","635109",,,NULL,NULL,NULL,NULL
"132","24136","J.K.PAPER MART","33BGQPD8297K1ZQ",,"79,SWAMY SANNATHI STREET","None","TIRUNELVELI TOWN","0",,,NULL,NULL,NULL,NULL
"133","24137","THE CHANDRA PAPER MART","33AHGPP3367A1ZN",,"56 MAIN ROAD","None","DINDIGUL","0",,,NULL,NULL,NULL,NULL
"134",,"THE CHANDRA PAPER MART",,,,"None",,"0",,,NULL,NULL,NULL,NULL
"135","24138","SRI VINAYAGA STORES","33DRLPS2739P2ZX",,"18, NADU KALLUKKARA STREET","None","TRICHY","0",,,NULL,NULL,NULL,NULL
"136","24139","BHARATHI TRADERS","33BYEPB9364B1ZS",,"22014 A, NEHRU COLONY","None","SIVAKASI","0",,,NULL,NULL,NULL,NULL
"137","24140","SREE BALAJEE ENTERPRISES","33AHCPR9327A1ZL",,"39A1 WEST NAPPALAYA STREET","None","MADURAI","625001",,,NULL,NULL,NULL,NULL
"138","24141","DEVIKALA STATIONERY","33AAHFD9750H1ZC",,"50 A6 NARAYANA PILLSI STREET","None","MAYAVARAM","0",,,NULL,NULL,NULL,NULL
"139","24142","KAVERI STATIONERY","33AWBPM9582G1ZB",,"279,BANGALORE ROAD","None","KRISHNAGIRI","0",,,NULL,NULL,NULL,NULL
"140","24143","Ronack Agencies","33AAZPL8528R1ZI",,"618,Oppenkara Street","None","Coimbatore","0",,,NULL,NULL,NULL,NULL
"141","24144","FUMAM STORE","33AAAFF1319H1ZO",,"57,MOTHILAL STREET","None","KUMBAKONAM","0",,,NULL,NULL,NULL,NULL
"142","24145","Sri books and agencies","33DFTPK0122J1ZI",,"Siva complex, 1/8, uthukkadu road,bhadrakaliamman kovil street,","None","POLLACHI","642001","9940881664",,NULL,NULL,NULL,NULL
"143","24146","SHREE BALAJI GERNERAL STO","33AYMPS4651B1ZG",,"192 BAZAAR STREET","None","POLLACHI","0",,,NULL,NULL,NULL,NULL
"144","24147","KUMARAN STATIONERIES MART","33AASFK4951E1Z7",,"183, BALAMORE ROAD","None","NAGERCOIL","629001",,,NULL,NULL,NULL,NULL
"145","24148","SENTHIL AGENCIES","33AEFPP9073H1Z9",,"36,SIVASAKTHI BUILDING,INSIDE GRK COMPLEX",,"CUDDALORE","0",,,NULL,"0",NULL,NULL
"146","24149","PANDIYAN NOTE BOOKS AND P","33AAPFP0790D1ZA",,"146, Periyar street,","None","Erode","638001",,,NULL,NULL,NULL,NULL
"147","24150","GANAPATHY PAPER MART","33ABRPL9841N1ZU",,"79 EAST CAR STREET","None","TIRUNELVELI TOWN","0",,,NULL,NULL,NULL,NULL
"148","24151","MOORTHYPANDI TRADERS","33BCCPP4428C1Z0",,"22015 NEHRU COLONY","None","SIVAKSI","626123",,,NULL,NULL,NULL,NULL
"149","24152","PRICE LESS STATIONERY SHO","32AIAPJ3208P1ZF",,"VYAPARABHAVAN BUILDING , VADAYATTUKOTTA ROAD","None","KOLLAM","691001",,,NULL,NULL,NULL,NULL
"150","24153","CHENNAI PAPER MART","34AAEFC1819MIZH",,"220 BHARATHIYAR VEETHI,OPP;OLD BUSSTAND","None","KARAIKAL","0",,,NULL,NULL,NULL,NULL
"151","24154","A.S.G.NAGA MANIKA CHETIYA","33AFMPB5524M1ZF",,"190, BAZZAR STREET,","None","POLLACHI","0",,,NULL,NULL,NULL,NULL
"152","24155","MUTHU PAPER & STATIONERIE","33AHMPM3880H1Z4",,"1833 EAST CAR STREET","None","DINDIGUL","624001",,,NULL,NULL,NULL,NULL
"153","24156","Student book center","33AHCPL1542P1ZB",,"SOUTH BAZZAR","None","KOVILPATTI","0",,,NULL,"0",NULL,NULL
"154","24157","NELLAI PAPER MART","33BUAPB5834N1Z0",,"5/1 NADUVAR EAST STREET","None","NAGAPATTINAM","0",,,NULL,NULL,NULL,NULL
"155","24158","PATEL MARKETING","33AOXPT5610E1ZP",,"SALEM MAIN ROAD","None","KRISHNAGIRI","0",,,NULL,NULL,NULL,NULL
"156","24159","SRI SELVAM PUTHAGA NILAYA","33BMRPS6067B1ZS",,"CHUNNAMBUKARA STREET","None","VELLORE-4","0",,,NULL,NULL,NULL,NULL
"157","24160","POORINIMAA PAPER AND STAT","33AADHR6234E1ZF",,"30,FD TALUKA OFFICE ROAD","None","HOSUR","0",,,NULL,NULL,NULL,NULL
"158","24161","SUBHIKSHA NOTE BOOKS","33BBMPD8265J1ZE",,"7/1 NADU KALLUKKARA STREET","None","TRICHY-8","0",,,NULL,NULL,NULL,NULL
"159","24162","ARUNA NOTE BOOK STORE","33ACQPR8526C1ZE",,"46/15 PANDI KANMAI SAMY STREET","None","RAMANATHAPURAM","0",,,NULL,NULL,NULL,NULL
"160","24163","KANNAN PUTHAGA NILAYAM","33BEFPK3808A1Z4",,"49,NALLAMARAJ LANE,N.H.ROAD,FIVE CORNER","None",",COIMBATORE","0",,,NULL,NULL,NULL,NULL
"161","24164","CHANDHAN PAPER MART","33BOVPS3921L1ZA",,"56, East car street","None","Tirunelveli twon","627006",,,NULL,NULL,NULL,NULL
"162","24165","SQUARE PAPER MART","32BCIPA0506L1Z5",,"MARKET ROAD","None","VENJARAMOODU","695607",,,NULL,NULL,NULL,NULL
"163","24166","AYYANAR BOOK CENTER","33ADFPN5756N122",,"17,18, DUDELY HR.SEC SCHOOL","None","DINDIGUL","0",,,NULL,NULL,NULL,NULL
"164","24167","SRI DEVI PRESS","33AAIPP0895L2Z8",,"CHUNNAMBUKKARA STREET","None","VELLORE","0",,,NULL,"0",NULL,NULL
"165","24168","S.S.GOPAL SHOP",,,"MAIN ROAD","None","KEELAKKARAI","0",,,NULL,NULL,NULL,NULL
"166","24169","AMBAY STATIONERY","33ADXPH7750A1ZJ",,"148/201,ESWARAN KOVIL STREET,","None","TIRUPUR","641604",,,NULL,NULL,NULL,NULL
"167","24170","GANESH AGENCIES","33APGPG4536E1ZA",,"7/10-3 K.S.C HIGH SCHOOL ROAD","None","TIRUPUR","641604",,,NULL,NULL,NULL,NULL
"168","24171","GANASUNDARAM STATIONERS","33BAJPR8712N1Z7",,"C.D.COMPLEX,BHAVANI ROAD","None","PERUNDURAI","638052",,,NULL,NULL,NULL,NULL
"169","24172","GNANASUNDARAM BOOK BINDIN","33AGIPK6930F1ZJ",,"85, CUTCHERRY STREET","None","GOBICHETTYPALAYAM","638452",,,NULL,"0",NULL,NULL
"170","24173","CITY BOOK STALL","33AEEPV2649N2ZY",,"930 RAJA STREET","None","COIMBATORE","641001",,,NULL,NULL,NULL,NULL
"171","24174","Mahalakshmi General Store","33AXDPG3897K1Z6",,"3/7, Sowdamman kovil street","None","Dindigul","0",,,NULL,NULL,NULL,NULL
"172","24175","T.NAGASUBRAMANIAN","33ACGPN4264P1Z6",,"18, KANDASWAY CHETTIAR STREET","None","TIRUPUR","641604",,,NULL,NULL,NULL,NULL
"173","24176","SAVITHRI STATIONERY MART","32ADDPV4335R1Z1",,"PANAKAL COMPLEX, 39/2012 MARKET ROAD","None","PALAKKAD","678014",,,NULL,NULL,NULL,NULL
"174","24177","COCHIN STATIONERY MART","32AADFC4763H1Z0",,"BAZZAR, MARKET ROAD","None","PALAKKAD","678014",,,NULL,NULL,NULL,NULL
"175","24178","VELA BOOK COMPANY","33AUCPS9333C1ZR",,"NO;5 ANNAJI STREET","None","ERODE -1","0",,,NULL,NULL,NULL,NULL
"176","24179","ANUPAMA TRADERS","32ERJPS5636E1ZM",,"MAIN ROAD","None","KOLLAM","691001",,,NULL,NULL,NULL,NULL
"177","24180","AADHAVAN STATIONERS","33ABJFA5329C1ZU",,"21 MUTHURANGAM STREET","None","ERODE ","638001",,,NULL,NULL,NULL,NULL
"178","24181","SWAMY STORES","32ADXFS6906P1Z4",,"31/832 MARKET ROAD","None","PALAKKAD-14","0",,,NULL,NULL,NULL,NULL
"179","24182","NAVKAAR AGENCIES","33BFBPV2493B1ZM",,"1-A WHITE HOUSE STREET, OPP; WCC COLLEGE","None","NAGERCOIL ","629001",,,NULL,NULL,NULL,NULL
"180","24183","MAHESWARI TRADING ","33AXRPM2990F1Z5",,"212/71 NORTH CAR STREET","None","TENKASI","0",,,NULL,NULL,NULL,NULL
"181","24184","PONNIAH PILLAI BOOK SHOP","33AEPPP1710BIZZ",,"80,SOUTH BAZZAR","None","PALAYAMKOTTAI ","627002",,,NULL,NULL,NULL,NULL
"182","24185","SRI VASAVI TRADERS","33AHAPG0908L1ZQ",,"56,Immamkhan street","None","POLLACHI","642001",,,NULL,NULL,NULL,NULL
"183","24186","AYYANAR STORES","33AHNPM3804G1ZH",,"14,DUDLEY SCHOOL BUILDING","None","DINDIGUL","0",,,NULL,NULL,NULL,NULL
"184","24187","DHANA BOOK COMPANY","33AAJPY2882M1ZY",,"152,MAIN ROAD","None","BHAVANI","638301",,,NULL,NULL,NULL,NULL
"185","24188","SAVITHRI PAPAER MART","32AHYPR3981L1ZE",,"11/1518,PANAKKAL COMPLEX,MARKET ROAD","None","PALAKKAD","678014",,,NULL,NULL,NULL,NULL
"186","24189","SHREE AMBEY STATIONERYS","33CFDPR9344L1ZY",,"148/201 ESWARAN KOVIL STREET","None","TIRUPUR","0",,,NULL,NULL,NULL,NULL
"187","24190","SREE KERALA PAPERS","32ASCPG2808E1ZF",,"TC 82/85144 PULIMOOD JUNCTION STATUE","None","TRIVANDRUM","695001",,,NULL,NULL,NULL,NULL
"188","24191","PREMIER OFFICE STATIONERY","32AGBPG2021Q1ZR",,"SOUTH BAZAAR","None","THRISSUR","680001",,,NULL,NULL,NULL,NULL
"189","24192","SRI GANESH PAPER MART","33BTTPB2712F1Z1",,"32,MARUTHI PLAZA,S.S.K HOSPITAL ROAD","None","SALEM-4","0",,,NULL,NULL,NULL,NULL
"190","24193","Sri Shyamala Puthaga Anga","33AFCPV2324R1Z3",,"50,TM Building","None","TIRUNELVELI JN","627001",,,NULL,NULL,NULL,NULL
"191",,"Sri Shyamala Puthaga Anga",,,,"None",,"627001",,,NULL,NULL,NULL,NULL
"192","24194","SRI LAKSHMI PUTHAGANILAYA","33AAFPR8045M1ZA",,"5 NADU GUJILI STREET","None","TRICHY-8","0",,,NULL,NULL,NULL,NULL
"193","24195","K.S.PAPER MART","33CFSPS0910L1Z4",,"38/15 KALIYAMMAN KOVIL STREET ,","None","AMBUR","0",,,NULL,NULL,NULL,NULL
"194","24196","CITY BOOK STORES","33ACCPR2655Q1Z5",,"50-A NALLAMMAHARAJA LANE,N.H ROAD,FIVE CORNER","None","COIMBATORE-641 001","641001",,,NULL,NULL,NULL,NULL
"195","24197","VARGHESE CORNER","32AJDPV5844R1ZG",,"SOUTH BAZAAR","None","THRISSUR","680001",,,NULL,"0",NULL,NULL
"196",,"VARGHESE CORNER",,,,"None",,"680001",,,NULL,NULL,NULL,NULL
"197","24198","SIXER STATIONERS","32AJEPS3689J1ZR",,"ROUND WEST","None","THRISSUR","680001",,,NULL,NULL,NULL,NULL
"198","24199","SRI RAGHAVENDRA STORES 1","33AEBFS2696M1ZL",,"87, ISMAIL VEETHI,FIVE CORNER,VETNERY HOSPITAL ROAD,","None","COIMBATORE","641001",,,NULL,"0",NULL,NULL
"199","24200","SRI TAMILNADU PAPER STORE","33ACIPB6390A1Z4",,"26/A SATHYAMOORTY STREET ","None","TIRUNELVELI (TOWN)","0",,,NULL,NULL,NULL,NULL
"200","24201","MAHAVEER STATIONERIES","33ABGPM6364E1ZR",,"808,S.K.G COMPLEX,RAJA STREET","None","COIMBATORE","641001",,,NULL,NULL,NULL,NULL
"201","24202","M.K.T. RATHINAM CHETTIAR ","33AAHFM8615L1Z0",,"6,KASUKADAI BAZAAR","None","VIRUDHUNAGAR","626001",,,NULL,"0","4","1"
"202","24203","SREE RAJESHWAR PAPER MART","33AYCPG0463D1Z4",,"64.E SWAMY SANATHI STREET","None","TIRUNELVELI TOWN","0",,,NULL,"0","4","1"
"203","24204","JANAKI PARER STORE","33ADGPT7675R1ZH",,"70/12D, BALA VINAYAGAR KOVIL STREET","None","TUTICORIN","0",,,NULL,"0","4","1"
"204","24205","BHAWANI AGENCIES","33BWDPK6604G1ZT",,"284/10 Dharapuram road","None","ODDANCHATRAM","624619",,,NULL,"0","4","1"
"205","24206","DIAMOND STATIONARY",,,"120,School street","None","AARANI","0",,,NULL,"0","4","1"
"206","24207","ANIL NOTE BOOKS","33AACFS0058A1ZX",,"PALAKARAI MAIN  ROAD","None","TRICHY","620008",,,NULL,"0","4","1"
"207","24208","SRI DHANAM@CO","33AACFS0058A1ZX",,"30, PALAKARAI MAIN ROAD","None","TRICHY","0",,,NULL,"0","4","1"
"208","24209","RAJA BOOKS CENTRE","33ADPPV3552J1Z2",,"11, LONGLY ROAD,SHEVAPET","None","SALEM","636002",,,NULL,"0","4","1"
"209","24210","SRI LAKSHMI STORES","33AJDPS8190FIZ1",,"189, DHARAPURAM ROAD","None","ODDANCHATRAM","0",,,NULL,"0","4","1"
"210","24211","CITY BOOK STORES","33ACCPR2655Q1Z5",,"50/A, NALLAMARAJ LANE","None","COIMABATORE","0",,,NULL,"0","4","1"
"211","24212","SHREE RAMS TRADERS","33CHIPS9051A1ZF",,"68/71,KANDASWAMY VATHIYAR STREET","None","DHARMAPURI","0",,,NULL,"0","4","1"
"212","24213","JANAKI GURU ENTERPRISES","33AIHPA9719R1ZR",,"115/9 DEVARPURAM ROAD","None","TUTICORIN","0",,,NULL,"0","5","1"
"213","24214","REFFIA STORES",,,,"None","KEELAKARAI","0",,,NULL,"0","5","1"
"214","24215","PANDIAN PAPER STORE","33BOLPP9737D1ZM",,"53/19,EAST RAJA STREET","None","KANCHEEPURAM","631501",,,NULL,"0","5","1"
"215","24216","DINAKARAN DIGITAL PRESS","33BISPS8730A1Z3",,"94/4 Kottai vazhi","None","ARANI-(tiruvannamalai dis","0",,,NULL,"0","5","1"
"216",,"DINAKARAN DIGITAL PRESS",,,,"None",,"0",,,NULL,"0","5","1"
"217","24217","SEENU PAPER MART","34BKZPS3177C1ZN",,"42,VALLALAR SALAI,45 FEET ROAD","None","PUDUCHERRY-11","0",,,NULL,"0","5","2"
"218","24218","MATHAN CARDS","33BCHPK0161J1ZV",,"38 KANNAMMAN KOVIL STREET","None","TIRUNELVELI","0",,,NULL,"0","5","1"
"219","24219","VARGHESE CORNER","32AJDPV5844R1ZG",,"SOUTH BAZZAR","None","THRISSUR","680001",,,NULL,"0","5","2"
"220","24220","A.R. AGENCIES","33AXXPA3486G1Z8",,"5,NADU GUJILI STREET","None","TRICHY","620008",,,NULL,"0","5","1"
"221","24221","Thenandal papers","33ABNPN8975D1Z8",,"NO;7 East car street","None","TENKASI","627811",,,NULL,"0","6","1"
"222","24222","SRI SAI BOOK HOUSE","331EEPS9502F1ZD",,"21-22,SUBBBURAYA CHETTY STREET, SANKAR COMPLEX","None","CUDDALORE","607002",,,NULL,"0","6","1"
"223","24223","LATHA MARKETING ","33AQFPH4196M1ZJ",,"30, PANDIKANMAI SAMY ARANMANAI WEST STREET","None","RAMANATHAPURAM","623501",,,NULL,"0","6","1"
"224","24224","Kaaveri store","33BSAPM4913P1ZJ",,"25B OLD SUBJAIL ROAD NEWPET","None","KRISHNAGIRI","0",,,NULL,"0","6","1"
"225","24225","KAVERI STORE","33BSAPM4913P1ZJ",,"25B OLD SUBJAIL ROAD, NEWPET","None","KRISHNAGIRI","635001",,,NULL,"0","6","1"
"226","24226","MOOKAMBIGAI STORES","33ABVFM7853P1Z6",,"BAZAAR STREET","None","HOSUR","0",,,NULL,"0","6","1"
"227","24227","Kavitha paper mart","33AAJPS3713P1ZA",,"231 MARKET ROAD","None","ARNI","632301",,,NULL,"0","6","1"
"228","24228","VIJAYLAXMI STORE","33AECPU1584R1ZU",,"17-C2 PARTHASARATHY STREETV","None","VRIDDHACHALAM","606001",,,NULL,"0","6","1"
"229","24229","SRI JEYALAKSHMI PUTHAGA N"," 33AOJPD9367E1ZX",,"18, NADU KALLUKARA STREET","None","TRICHY","0",,,NULL,"0","6","1"
"230","24230","CHITRADEVI PAPER STORE","33ADIPT3939N1ZW",,"SOUTH BAZAAR","None","KOVILPATTY","0",,,NULL,"0","6","1"
"231","24231","R.RAMALINGA IYER STATIONE","32AADFR2104F1ZY",,"BROADWAY","None","ERNAKULAM - KOCHI","682031","9847036133",,NULL,"0","6","2"
"232","24232","SREE MEENAKSHI PAPERS","33ADTPC7227M1Z7",,"25/37 KAMATCHIAMMAN KOVIL STREET NEAR OLD BUSSTAND BACKSIDE","None","TIRUPUR","641604",,,NULL,"0","6","1"
"233","24233","CUDDALORE ESSENCE MART","33BMLPC6479F1ZY",,"4,CHINNAVANIAYAR STREET","None","CUDDALORE","0",,,NULL,"0","6","1"
"234","24234","SHANKAR LAKSHMI TRADERS","33DBQPR3510G1ZN",,"1/4677/1, RENGANATHAPURAM ROAD","None","VIRUDHUNAGAR","626001",,,NULL,"0","6","2"
"235",,"SRI VINOTHA TRADERS","33BTRPV4401M1Z6",,"ROSALPATTI","None","VIRUDHUNAGAR","626001",,,NULL,"0","6","2"
"236","24235","NEW VIJAY PAPER & STATION","32BCIPC7271A1Z6",,"Broadway","None","Ernakulam - kochin","682031",,,NULL,"0","7","2"
"237","24236","KAIRASI PAPER STORES","33AAHPR0352H1ZX",,"SOUTH MAIN ROAD","None","SETHIYATHOPE","608702",,,NULL,"0","7","1"
"238","24237","SRI N.K.PAANI BOOKSTORE","33AEYFS6346D1ZM",,"81/60 THIRUMURUGAKIRUPANANTHA VARIAR SALAI","None","VELLORE","0",,,NULL,"0","7","1"
"239","24238","AJAY AGENCIES","33BEBPM6068Q1ZZ",,"25,20/6,AATTANKARAICHANAL,KUNJANVILAI","None","NAGERCOIL","629501",,,NULL,"0","7","1"
"240","24239","LAKSHME NOTE BOOK","33BCVPR3165D1ZD",,"5 NADU GUJILI STREET","None","TRICHY","620008",,,NULL,"0","7","1"
"241","24240","POOJA STATIONERY  MART ","poo33AOZPK9292B2ZF",,"17/2 SCHOOL ROAD,NEAR OLD BUSSTAND","None","ARNI","632301",,,NULL,"0","7","1"
"242","24241","SRI KALAIMAGAL PUTHAGA NI","33BDPPR0899P1ZH",,"58/9,CHUNNAMBUKKARA STREET,T.R.N.COMPLEX","None","VELLORE-4","0",,,NULL,"0","7","1"
"243","24242","SRI RAGAVENDRA BOOK STORE","33AUHPD4199E1ZR",,"47, BROAD BAZAAR","None","AMBUR ","635802","33",,NULL,"0","7","1"
"244","24243","Kamatchi enterprises","33BSBPA6578F1ZY",,"47,Sudharsan street,manjakuppam","None","CUDDALORE","607001",,,NULL,"0","7","1"
"245","24244","VS RANJITH TRADERS","33AAHPK8201A3ZC",,"116-A,AZAD ROAD","None","THIRUVARUR","610001",,,NULL,"0","7","1"
"246","24245","GMP TRADERS","32ZAYWPR1199K1ZL",,"T C 81/115, GANDHARI AMMAN KOVIL ROAD,PULLIMOODU","None","THIRUVANANTHAPURAM","695001",,,NULL,"0","7","2"
"247","24246","RANI BOOK CENTRE","33ALZPM6345E1ZQ",,"176,LONGLY ROAD,SHEVAPET","None","SALEM-2","0",,,NULL,"0","7","1"
"248","24247","VIDHYA NOTE BOOKS &STATIO","33ALGPJ6222J1Z9",,"112C,ST-7,COURTRALLAM ROAD,MELAGARAM,","None","TENKASI","627818",,,NULL,"0","7","1"
"249","24248","JKS NOTEBOOKS AND PAPERS","33BMYPS3542N1Z6",,"434,NAVALARNEDDUNCHEZHIYAN STREET,SHEVAPET","None","SALEM","636002",,,NULL,"0","7","1"
"250","24249","EVEREST MALIGAI","33ACUPN0701B1Z3",,"186,SALEM MAIN ROAD","None","CHINNASALEM","606201",,,NULL,"0","7","1"
"251","24250","GANESH BOOKS","33FAOPD2277R1Z2",,"7/10,K.S.C.SCHOOL ROAD","None","TIRUPUR-4","0",,,NULL,"0","7","1"
"252","24251","VENKATESHWARA PLASTICS","33ADQPR3265F1ZC",,"3-B,PANICKAR STREET,{Balamore road}","None","NAGERCOIL","629001",,,NULL,"0","8","1"
"253","24252","RAJAN BOOK CENTER","33AAFPR1752D1Z1",,"37,ARAKKONAM ROAD,","None","THIRUTHANI-","631209",,,NULL,"0","8","1"
"254","24253","KTR MARKETING","32BMCPR9785A1ZX",,"36/ 1158,1 ,pazhayanadakkavu,Round west,","None","THRISSUR","680001",,,NULL,"0","8","2"
"255","24254","GANESH SUPER SHOPPE","33AAYFG9986D1ZM",,"45,NETHAJI ROAD","None","HOSUR","635109",,,NULL,"0","8","1"
"256","24255","BHARAT NOTE BOOKS","33BTCPA8852N1ZH",,"45-47, RAJA STREET,","None","COIMBATORE","641001",,,NULL,"0","9","1"
